Program,Major,Title,Year,Abstract Keywords,Adviser
BSIT,N/A,THE DEVELOPMENT OF NATURE DEFENDER SLIDE SCROLLING GAME,2013,"Video game encompasses most common entertainment source of people, specifically the new generations. Teen, young, adult and even professionals have extreme fondness in video games. Side-scrolling game is one of the most common used types of game in every video game according to sitepoint.com; a worldwide community for side scrolling games. As stated by Goncharova, environmental education has become crucial and children should be trained to understand environmental issues at an early age so the researchers were motivated to develop a system that can give environmental awareness for children. The system is entitled Nature Defender which is a 2D side-scrolling game that ventures through different environmental situations fighting different enemies to finish set of challenges every stage. The researchers developed the code of the game using Game Maker software, Adobe Photoshop for creating and designing characters, items, buttons and backgrounds, Adobe Premiere for game sounds and Adobe After Effects for video clips of the game. Researchers conducted testing for the game such as System Testing for overall features, capability and functionality of the system, Platform Testing for compatibility of the game and User Acceptance Testing and Evaluation for the game to be implemented and played by the users. The system is able to give not just fun for the players but also knowledge to the users. The game has the capability to inform the players to be aware about the environment and it has also bonus stages which are the segregation and quiz bee for the players to learn from the game. The system was evaluated by five (5) IT Experts of different fields, specifically, - Celestron Cable TV Office Workers (IT Field), Asianic IT professional, and in San Pablo Medical Office Workers (IT Field), and thirty (30) students from Gaudete Study Center in Tiaong, Col. Lauro D. Dizon Memorial National High School and in San Roque Elementary School who are gamers. Using the Bruce Whitehill evaluation instrument composed of Complexity, Game Instruction, Uniqueness, Playing Time, Appearance, Materials, Game Idea, Interest, Game Options, Game-world size, Game pieces size, and Text size, the developed system got an over-all rating of Highly Acceptable.","CATHERINE A. CASTILLO, MIT"
BSIT,N/A,THE DEVELOPMENT OF WEB BASED INVENTORY SYSTEM COSMETICS PHARMACEUTICAL CHEMICAL PRODUCTS AND LABORATORIES  ,2013,"In an age of booming technology, running a business without computers is like trying to breathe without lungs. Like it or not, technology has become an integral part of the way business is done. Even in performing services or provide products which are not technology related. You may find without computer, it's difficult to place orders or pass information to the owner of the business. This study is conducted in order to ease the way of the Cosmetics Pharmaceutical Chemical Products and Laboratories (Cospachem) Inventory System. Specifically this research aimed to provide Cospachem monitored its branches, to help the company less time inventing products. To developed a communication tool in order to make the connections to every branches. As stated from the literatures, with the help of modern technology, even the smallest business need help through computers. Furthermore, company growth can be more successful by combining technology, employee's enthusiasm and honesty. The system was evaluated by five (5) IT Experts with different fields including web developers, computer specialist, office workers in information technology field and thirty (30) Non IT especially the Cospachem branch managers, auditors and the company owner. Using the Hewlett-Packard which focused in functionality, usability, reliability, performance and supportability through this the system got an over-all evaluation of Very Acceptable. This only proved that the system attained the desired objectives developed by the developers.",NEIRRO C. ILAGAN
BSIT,N/A,4L FOOD PRODUCTS JUMAN RESOURCE MANAGEMENT SYSTEM,2014,"""4L Food Products Human Resource Management System"" was developed to attain its objectives: Design a system that will help the 4L Food Products to monitor attendance, and to keep employee's information by the use of Human Resources Management System; Develop a system that will provide generated reports of employees that will assist the HR department in the generation of salary and reports by means of Human Resource Management System. The system has its capabilities such as: a.) Save the information of employees on the systems database. b.) Allows the admin to search for the employees by entering a keyword relevant to the employee's name, ID number, position and email. c.) Allows the admin to edit employee's information. d.) Admin can manage the schedule of employees. e.) Allows the admin to view the log time of the employees. f.) Determine if the employee is late, absent, present, undertime and overtime. g.) Capable of printing the schedule. h.) Displays the name of late employee. i.) Displays the recorded time of late employee. j.) Capable of printing the payslip. k.) Allows the administrator to edit the rate of deduction. I.) The admin can add an employee's position with its corresponding rate. m.) Employees or the End users can record their time logs by using the time monitoring of the system. n.) The scheduled employees are the only allowed to use the time tracker of the system. o.) If employees/user log in, the system automatically record their log in as time in or time out. p.) Each end user or employees has accounts that is secured by password. The system was created using Microsoft Visual Studio, Microsoft Access, and Photoshop. The system was evaluated by 30 end users or Non IT Respondents and 5 IT Experts. The system was evaluated according to the following criteria. a.) Functionality, b.)Usability, c.) Reliability, d.) Performance, e.) Supportability, f.) Content; and g.) Availability. The system obtained 3.92 for the Non IT respondents which is equivalent to ""Very Good"". The system got a mean of 3.54 which is equivalent to ""Very Good"".","CATHERINE A. CASTILLO, MIT"
BSIT,N/A,THE DEVELOPMENT OF NETWORKED INFORMATION SYSTEM FOR DRA. SANCHEZ CLINIC,2014,"Ma. Cynthia B. Sanchez M.D., M.S., FPCP, Diplomat Fellow - Philippine College of Physicians and expert in the field Internal Medicine and Diabetes has a clinic at San Pablo Colleges Medical Center, Maharlika Highway, San Pablo City. She also has other hospital affiliations at Community General Hospital, San Pablo Doctor's Hospital and Immaculate Concepcion Hospital. Dra. Sanchez and her secretary are having problems in terms of their transaction inside their clinic because of Dra. Sanchez' issues about her palm because she cannot write load of paperwork already. This includes the writing of prescriptions, findings and reports about the medical histories and the billing. So the searchers decided to develop an information system to solve the problem of the company. This system can store and show the information of the patient, aside from that the secretary can store new medicine names and brand names that are used in the prescriptions. It also allows the secretary to store and edit laboratory tests list with the use of the system. The secretary can back-up the database and restore it since he is responsible for the maintenance of the system. It allows the doctor to view patient profile, laboratory test results and the medicines list. The doctor can also print prescriptions and can include date for the next advised consultation. The doctor can also print reports. The doctor can print the medical history of her patients. The doctor can change the password of her account. The doctor can input the amount of payment incurred in one consultation in the payment entry window and can pass it to the account of the secretary. The system is responsible for passing the information from the account of the secretary to the doctor's using the network. The system can also back-up the database automatically every week. The researchers divided the respondents into Two (2) classes; Five (5) IT Experts, thirty-five (35) Non IT Experts including the Client/Owner. The IT Experts evaluated the system based on Functionality, Usability, Reliability, Performance and Supportability (FURPS). Usability and Performance have a computed mean of 4.55 which is Highly Acceptable. Functionality has a mean of 4.30 which is Very Acceptable. Both Reliability and Supportability got a weighted mean of 4.20 which is Very Acceptable. The thirty-five non-IT experts evaluated the system according to its Functionality, Content, Reliability, Availability and Maintainability. Functionality got a mean of 4.41 which is rated as Very Acceptable. Content got a mean of 4.53 which is Highly Acceptable. Reliability got a mean of 4.58 which is Highly Acceptable. Availability got a mean of 4.44 which is Very Acceptable. Maintainability got a mean of 4.67 which is Highly Acceptable. The evaluation got an over-all mean of 4.53 which is Highly Acceptable for the Non-It and Users.","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,THE DEVELOPMENT OF LEKARION CAKES AND PASTRIES CUZTOMIZATION AND ONLINE ORDERING SYSTEM,2014,"The system entitled ""The Development of Lekarion Cakes and Pastries Customization and Online Ordering System"" was developed to attain its main objective which is designed to create a system that will act as Lekarion's website for customizing cakes for their home-based business. The system has the following features: (1) Acts as the Lekarion Cakes and Pastries website for the customizing of their cakes especially birthday cakes. (2) Allows end-users to use customization tools that are provided in the system. (3) Allows end-users to discover new designs of cake by browsing the Lekarion Cakes and Pastries gallery. (4) Enables the administrator to upload new designs of cake in the gallery. (5) Enables the administrator to add an additional design of cakes per category, version by version. (6) Allows the administrator to add customer's order in the website. (7) Allows the administrator to update the customer's order in the website. (8) Allows the administration to delete orders that are already processed. (9) Allows the administrator to view all the orders of the customers. (10) Allows the administrator to view all the account names that are registered in the site. The project was designed and developed using the following software applications: WAMP, PHP, Adobe Photoshop CC, Adobe Dreamweaver CC, Adobe Flash Professional CC or CS6, Notepad ++ and ActionScript 3.0. The developed system was evaluated by twenty-eight (28) Non-IT respondents that obtained an overall mean of 4.54 which is equivalent to ""Very Good"" in descriptive term. The system was also evaluated by five (5) IT experts that obtained an overall mean of 4.40 which is equivalent to ""Very Good"" in descriptive term. The system obtained an overall mean of 4.54 from both Non-IT and IT respondents which has a descriptive term of ""Very Good"" that shows that the objectives of the study were met and achieved and indicates that the system was developed according to the desired functions and requirements.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,THE DEVELOPMENT OF TREE ADVENTURE ,2014,"The research project is concerned with the development of the game Tree Adventure. Its main objective is to develop a mobile game that could also be a way of encouragement on how important the trees in our nature are the idea included in the game is from the Strange Adventure Mobile Application. The game environment is presented in a 2 Dimensional graphics. The game has different functions and purpose: (1) explore the game in Android platform, (2) play twelve different levels represented as World 1 to World 3, (3) play the game using tree as the main character, (4) it can be played by one player, (5) an auto save function for players to load the game progress, (6) provides an options for the controls and instructions of the game, (7) task given for each stage. The ADDIE Model was used by developers as a guide in the development of the system. The game can be played and installed using Android jellybean 4.2 and at least 100MB RAM. In the evaluation of the system, the developers conducted the evaluation from (5) IT Experts composed of IT office staff and (30) Non IT Experts composed of gamers and random students. The developed system was rated Very Acceptable using Bruce Whitehill game evaluation sheet. The result of evaluation shows that the purpose and objectives of the study were achieved and contented the demands of the users.","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,THE DEVELOPMENT OF A 2D GUESSING GAME,2014,"The research done in this project is for the development of the game Rapid Picture Guess (RPG). RPG is a single player, mobile application, 2D Vector Graphics Guessing Game where the main objective of the developers is to establish a guessing game that uses vector images as the game's main component. The context of the said study is to respond to an opportunity of developing a game to help the gamers' improve their cognitive skills. Incremental Development methodology was used as a guide in developing the system. The following are the game's core specifications: Mobile Android Phone version 4.2.2 to 4.4.1. The system has been evaluated by Five (5) IT Experts and Thirty (30) Non IT Experts. The result of the said evaluation implies that the objectives and the desired output of the system was achieved and satisfied the users.","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,THE DEVELOPMENT OF 3D TROUBLESHOOTING GAME FIXMYPC,2014,"The game is mainly concerned with the development of ""3D PC Trouble shooting and Maintenance"". The primary objective of this project is to make a three dimensional game on how the actual troubleshooting of a computer works. The developers believed that the development of the game can be used in different research and development in the new generation of 3D simulation game. The developers added a mini-game ""Beep Code Rush"" to spice up the gaming experience and to familiarize the player in the old way of troubleshooting the computer. The game used incremental system development life cycle approach as thesis research method. It was designed and developed in which the work was divided into a number of phases and management that need to follow. The game has the capability to have a best troubleshooting game experience with its user friendly interface and educational entertainment environment. The developers of 3D PC Troubleshooting and Maintenance conducted a series of evaluation to (35) thirty five different users. It includes (30) thirty randomly selected second year and third year students of Laguna State Polytechnic University San Pablo City Campus, and (5) IT Professionals equipped with knowledge in PC Troubleshooting and Maintenance. The evaluation shows that the 3D PC Troubleshooting Game developed a user-friendly and functional environment needed in the game. The game achieved the outstanding performance and rated as highly acceptable which indicates that the system passed the five criteria in evaluation, the functionality, reliability, availability and maintainability of the game.","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,THE DEVELOPMENT OF A 2D HIDDEN PUZZLE GAME; FESTIVAL MADNESS,2014,"The system is able to launch a new gameplay for Personal Computers or (PC). The game is designed with the concept of different popular festivals in the Philippines where the players have also known the festivals here in the Philippines. In different festivals they have their own products and delicacies that advertise their own city or town. The game consists of three (3) levels which are Luzon, Visayas, and Mindanao with eighteen (18) stages used in the game which are the places and festival which can be found in the Philippines and two (2) Requirements game which place after finishing the Luzon and Visayas Archipelago and each archipelago has its own degree of difficulty depending on the current level of the game. The ADDIE Model is used as a guide in developing the system. The system is evaluated by (5) IT Experts and thirty (30) for Non-IT Expert. The system is used FURPS evaluation instrument composed of Functionality, Usability, Reliability, Performance, and Supportability. The developed system got an over-all rating of Very Acceptable.","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,THE DEVELOPMENT OF RALPHJOY'S BAR AND RESTAURANT TABLET MENU ORDERING SYSTEM ,2014,"Technology has provided us with great innovations that greatly affect our lifestyle. It is one of the great influences that has beneficial effect to mankind. People in the business industry have also reached the point where their dependence to computer technology cannot be denied. Several greatsystems have vastly helped the efficiency of many businesses and this idea led the team on developingthe ordering system for RalphJoy's Bar and Restaurant with the use of a device tablet as a menu card. RalphJoy's Bar and Restaurant Tablet Menu Ordering System is covers the following functions: food ordering, receiving of confirmed orders to the kitchen and admin counter, updating of menu on the tablet, viewing of current orders, issuing of order receipt and the generation of sales. The developed system was evaluated by five (5) respondents who are IT experts who are specialized in the software applications used in the system and thirty (30) users who are common customers of RalphJoy's Bar and Restaurant.Using the HP standard evaluation instrument, composed of functionality, usability, reliability, performance, and supportability, the developed system got an over-all rating of Very Goodwhich shows that the objectives of the study were met and achieved, and indicates that the system was developed according to its desired functions and requirements.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF STORY LINEUP,2014,"The application entitled ""Story Lineup"" introduce an application for Android OS that let the users create and share their stories, and what's new in this, is they can edit the fonts, colors, borders, sizes of the story content, plus content can be combination of various elements such as text, images and videos. Story is any or combination of videos, texts and images that tell the happenings or events the user want to share with other people. The system was evaluated by five (5) IT Experts of different fields (IT Filed), and (30) Non IT Experts using FURPS Evaluation Instrument. The developed system got an over-all rating of 4.20 which is Very Acceptable. This only shows that the developed system attained the objectives set by the researchers.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,THE DEVELOPMENT OF SCUOLA SAN GIUSEPPE MARELLO MANAGEMENT INFORMATION SYSTEM ,2014,"The most important part in an educational career is the thesis and capstone project. It showcases the students' skills, learning and capabilities. The system entitled ""The Development of Scuola San Giuseppe Marello Management Information System"" was designed to replace the old and manual way of enrollment procedures, storage of students' scholastic ratings and monitoring payments and balances. With the help of the system, the difficulty in terms of such circumstances will be minimized. Also, it provides forms and reports such as good moral certificate, form 137 and master list of students. The following software were used in developing the system: Microsoft Visual Studio and Microsoft Access. The hardware requires two (2) computer units and Local Area Network (LAN). The developed system was evaluated by thirty (30) non-IT experts which are composed of students from different institutions. The system obtained an overall mean 4.19 which is ""Very Acceptable"" in descriptive term. The system was also evaluated by five (5) IT experts which is composed of different individuals from various IT fields and corporations. The system obtained the overall mean 3.64 which is ""Very Acceptable."" The system was tested based on its functionality, usability, reliability, performance and supportability to check if the system is working properly.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,THE DEVELOPMENT OF E-LEARNING EARTH SCIENCE,2014,"E-Learning is the kind of learning conducted via electronic media, typically on the internet. The training can be delivered by a number of means. E-learning is a new education concept; it may different from the old educational concept. E-Learning is the term that describes educational technology that electronically and technologically supports learning and teaching. The system was developed as E-Learning software for Desktop Computers. The software is entitled E-Learning: Earth Science that designed with the concept of information about the subject Earth Science. The software consists of four (4) units and each unit contains four (4) different chapters and each chapter contains different topics about the chapter selected. Every unit has one activity. The system has animation, graphics, sounds and videos that are embedded on the system. The system was evaluated by five (5) IT experts, and Thirty (30) Non-IT experts. Using material and evaluation instrument composed of Functionality, Usability, Reliability, Performance and Supportability. The developed system got an overall rating of Highly Acceptable. This is only shows that the developed system attained the objectives set by the developers.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,THE DEVELOPMENT OF ESCAPE GAME LABYRINTH,2014,"The Android game entitled ""Labyrinth is an Escape the Room Game or Escape Game. The game is like a point and click game with 3D features which makes the game differ from ordinary escape game. It also uses on-screen joystick which enables the player to explore its environment and roam around. The game was designed and developed using the following software applications: Unity 3D, Adobe Photoshop, Android SDK and Mono Develop. The system was evaluated by five (5) IT Experts of different fields (IT Field), and (30) Non IT Experts using FURPS Evaluation Instrument. The developed system got an over-all rating of 4.20 which is Very Acceptable. This only shows that the developed system attained the objectives set by the researchers.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF LUGAW QUEEN POINT OF SALE SYSTEM,2014,"Thesis is the most important part in an educational career that showcases the students' skills, learning and capabilities. The system entitled ""The Development of Lugaw Queen Point of Sale System"" was developed to attain its main objective which is designed to create a system that will enhance the Lugaw Queen transaction processing System. The system has the following features: (1) Allows the administrator (Officer-in-charge) to add the new employee that can use the system. (2)Allows the administrator (Officer-in-charge) to update the account of their employee. (3) Allows the administrator (Officer-in-charge) to delete the account of the employee that had resigned. (4) Allows the administrator to add new product.(5) Allows the administrator to update the name, price of specific a product.(6) Allows the administrator to delete a specific product.(7) Allows the administrator to identify the number of a specific product that sold per day, or month. ( Allows the administrator can view a graph that represents the sale per day, month or a year.(9) Allows the administrator to view the logs of the employee, when they use the system, when they log out and what are the transaction that happen when he/she using the system. (10) Allows the cashier to get the order of the customers. Using specific buttons that represent the product that they want.(11) Allows the cashier to identify the total amount that he/she get on all the transaction that happen when he/she using the system from log in to log out (12) Allows the cashier to print the receipt of specific transaction. The project was designed and developed using the following software applications: Visual Basic.net, WAMP server, MySQL ODBC Connector, and Crystal Report run time engine. The developed system was evaluated by twenty-eight (20) Non-IT respondents and four (3) IT experts. The system obtained an overall mean of 4.52 which is equivalent to ""Very Good"" in descriptive term.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,THE DEVELOPMENT OF A 3D JEEPNEY RACING GAME,2014,"The project is about the development of the game Roads' King Express (RKX). RKX is a single player, PC application, 3D Jeepney Racing game where the main objective is to establish a racing game that uses jeepney as the race's main vehicle. The context of the said study is to respond to an opportunity of developing a more Filipino way of gaming experience, since majority of racing games available in the market uses a car itself as the races' main vehicle. Roads' King Express has five maps/levels to race on, namely, (1) San Juanico Bridge, (2) Bohol, (3) Baguio, (4) Mindoro, and (5) Manila. All maps in the game are places which can be found in the Philippines, which make the game more in Filipino way. As a default, San Juanico Bridge map is the only available map, succeeding maps could be unlocked by winning the current level of the race. The game has a customization of player's jeepney feature considering player's preferences. The available customizations are (1) color, (2) wheels, (3) exhaust, (4) engine, (5) speedometer texture. All of these privileges are locked as a default and can be unlocked by winning the race for each level, which addends up excitement and rather a simple objective of the game. Incremental Development methodology was used as a guide in developing the system. The following are the game's core specifications: Windows 7/8; 32 and 64 bit of processor, 1GB memory space. The system has been evaluated by Five (5) IT Experts and Thirty (30) Non IT Experts. The result of the said evaluation implies that the objectives and the desired output of the system was achieved and satisfied the users","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,SAMLAND VILLA 3D MAP SYSTEM,2014,"The thesis project is concerned with the Samland Villa 3D Map System. Its main objective is to create a three-dimensional Map that can be used by the clients and individuals to determine the purposes and features of the place they are looking for. The developers utilized the Modified Waterfall Model in developing the system. In the development phase the developers used GoogleSketch Up to draw the 3D Models, Adobe Photoshop for editing the images and Unity 3D for the systems functionality. The system has the following features: (1) Home menu that contains service charges of the resort; (2) 3D View of the whole resort that will serve as a guide in finding the easiest way going in a certain place; (3) 3D Tour of the resort that allows the users to choose what particular place they want to view; (4) 2D View that can guide the clients in finding the easiest and simplest path going to a certain place and can give the direction where people need to find the place where they are looking for; (5) About Us that contains information of the Samland Villa Resort; (6) Instructions that contains information on how to manipulate the system. The system was evaluated by Five (5) IT Experts and Thirty-five (35) Non-IT Experts. The evaluation instrument used was adopted from the Technological University of the Philippines. The basis of evaluating the system were as follows: Functionality, Usability, Reliability, Performance and Supportability for IT experts. The evaluation instrument used by the 35 Non-IT Experts was according to its Functionality, Content, Reliability, Availability and Maintainability. The result of evaluation shows that the main objective of the study were achieved and recommended to be used.","MA. CONCEPTION R. REPALAM, MIT"
BSIT,N/A,DIGITAL ANATOMY AND PHYSIOLOGY 3D HUMAN BODY,2014,"Android powers hundreds of millions of mobile devices in more than 190 countries around the world. It is the largest installed base of any mobile platform and growing fast everyday, Million user's power up their Android devices for the first time and start looking for applications, games and other digital content. The system was developed as an Android application for Android phones. The application is entitled Digital Anatomy and Physiology 3D Human Body that designed with the concept of 3D human body system has parts and definition and has a detailed discussion on each human body system. The application consists of three (3) buttons which includes learn, lesson, and about which contains information of the application. The objective of the android user is to give knowledge to the user what is the anatomy and physiology of human body. The system was evaluated by five (5) IT Experts, Ten (10) Nurses and twenty (20) Non-IT Experts. Using material and evaluation instrument composed of Functionality, Content, Reliability, Availability, and Maintainability. The developed system got an over-all rating of Very Good. This is only shows that the developed system attained the objectives set by the developers.",NEIRRO C. ILAGAN
BSIT,N/A,CITY GOVERNMENT OF CALAMBA - OFFICE LOCATOR AND PERSONAL FINDER  AND INFORMATION SYSTEM,2014,"In this new world of Information Technology, providing information is not the usual pencil-and-paper technique. Today, users are in the trend of using touch screen and interactive applications. Several existing multimedia systems are of real great help to our society that led the group to achieve its main objective — to develop an Information System entitled ""Offices Locator and Personnel Finder Information System"" for the City Government of Calamba that serves a guide going to the offices of the main building and different buildings in the City Hall. The system was evaluated by five (5) IT experts from the City Government of Calamba and rated it as good, and thirty (30) users who are common visitor of City Hall of Calamba and rated it as very good. Using the standard evaluation instrument, composed of functionality, usability, reliability, performance, and supportability, the developed system got an over-all rating of good. As per evaluator and employee of the City Hall, having this kind of locator will help in finding offices not only the employees but specially the visitors who are not familiar with the offices in the City Hall. This shows that the developed system attained the objectives set by the developers.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF SALES AND INVENTORY SYSTEM OF LSPU-SPCC BUSINESS AFFAIRS MARKETING OFFICE WITH BARCODE SCANNER,2014,"The project entitled ""The Development of Point of Sales and Inventory System of LSPU-SPCC Business Affairs Marketing Office with Barcode Scanner"" aimed to provide ease in Information System. Through the use of the developed system, the owners of Business affairs Marketing Office can easily identify by category like transaction, monitoring the products, manage the users, report and maintenance. In Products, you can add, update, delete, search and view the items that you can add. The admin can add a user and it can change password. In transaction, there is a form for the Point of Sales for the system that will soon develop that can generate printed receipt. Monitoring, it has sub category a available stocks, which you can view the availability of the products. Critical stocks, which you can view the products that are nearly sold out. In Login Record, you can see the people who used the system there in time and time out. In manage button, you can view the registered users. In Report, it has sub category the Stock In that shows the report of the products that has been added and for Sold Item it shows the transaction report. In department report, you can see the total amount of sold department shirts. In maintenance, you can back up and restore the database only. Lastly, there is an inventory for rolled cloth and pre-cut. The system was evaluated by (5) IT Experts from IT Instructor of Dalubhasaan Lungsod ng San Pablo, thirty five (30) Non-IT Experts which are common costumer of Business Affairs Marketing Office and the (2) clients from Business Affairs Marketing Office. The developed system got an over-all rating of Very Acceptable. This only shows that the developed system attained the objectives set by the developers.",NEIRRO C. ILAGAN
BSIT,N/A,MERLYN KATIGBAK ENTERPRISES TRANSACTION PROCESSING AND INVENTORY SYSTEM,2014,"The project entitled ""Merlyn Katigbak Enterprises Transaction Processing and Inventory System"" aimed to provide ease in information management. Through the use of the developed system, the owners of Merlyn Katigbak Enterprises can easily maintain, update, add, edit and delete a specific record of product as well as the dealer's and other customer's information. The system consists of the following helpful functions: (1) Automation of the manual inventory system used by the said enterprise; (2) Print of generated reports such as product list and received products, sales and returns of the enterprise and customers purchased products; (3) Monitor of dealer's account and liabilities; (4) Determine the dealers with top sales; (5) Determine the fast moving and slow moving products; and (6) Determine the sales of Merlyn Katigbak Enterprises. The system was evaluated by five (5) IT experts from Tech Writer and K Point Lipa City, Batangas, thirty (30), NON-IT experts which are common customers of Merlyn Katigbak Enterprises and two (2) clients from Merlyn Katigbak Enterprises. The developed system got an over-all rating of Excellent. This only shows that the developed system attained the objectives set by the developers.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF ANDROID GAME: MISSING PIC,2014,"Missing Pic was created to be able to introduce new gameplay for Android games since it is the most popular platform used in mobile phones (smart phones, tablets). The game was conceptualized with the combination of spotting differences and finding hidden objects type of game with the control of simply tapping the screen to the exact location of the missing object. The game is consists of two (2) categories with the level of difficulties - easy, average and difficult. Easy and average have ten (10) stages each and difficult has five (5). Hints and twists are given throughout the game to emphasize the level of difficulty. The objective of the game is to pass and unlock all the stages to collect puzzle pieces that can help the player solve the puzzle and reveal the trivia at the end of the game. The project aims to create a concept of strategic, memory and time pressure game with user-friendly interface. Iterative Model was used for the game to be implemented. This model tends to be repeated to produce a proper system for the developers. It is consists of four (4) phases; requirements phase, design, implementation and test and review phase. Different operation and testing procedures were done to the system - the functionality testing, user acceptance testing and performance testing. The system was evaluated by five (5) IT Experts and thirty (30) Non-IT Experts. Using FURPS Evaluation instrument composed of Functionality, Usability, Reliability, Performance and Supportability, the system got an over-all rating of Acceptable. This only shows that the system achieved the objectives set by the developers.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF SPEED FARMER RACER ANDROID GAME APPLICATION ,2014,"In recent years people have seen a revolution in the Smartphone industry and emerging growth in the usage of mobile application that range from entertainment and education application to simple games, healthcare applications and more. The system was able to introduce new game play of Kart racing game on Android. Speed Farmer Racer is a 3D kart racing game where the Carabao and the Farmer is racing different map. The game is a single player mode that allows user to unlock new maps and to earn gold coins in game. The game can be played on Android tablet phones that have Android Version 4.4 (Kitkat). The system has been evaluated by five (5) IT experts of different fields (IT fields), and thirty (30) Non-IT. Using FURPS Evaluation instrument composed of Competence, Interoperability, Human Factors, Overall Aesthetics, Consistency, Accuracy, Fault Tolerance, Predictability, Speed of Processing, Throughput, Efficiency and Adaptability, the developed system got an over- all rating of Very Acceptable. This only shows that the developed system attained the objectives set by the proponents.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF RIZAL MUNICIPAL POLICE STATION MANAGEMENT SYSTEM WITH FINGERPRINT SCANNER AND DIGITAL SIGNATURE PAD,2014,"The most important part in an educational career is the thesis and capstone project. It showcases the students' skills, learning and capabilities. The system entitled ""The Development of Rizal Municipal Police Station Management System with Fingerprint Scanner and Digital Signature Pad"" was designed to replace the old way of issuing a police clearance and also filing blotters and cases. With the help of the system, the difficulty of encoding blotter and case and manually typing police clearance information on a mechanical typewriter will be minimized. It also provides generated reports of the transactions. The following software was used in developing the system: Visual Studio Ultimate 2012 and Microsoft Access. The hardware requires a computer unit with digital camera, printer, fingerprint scanner and digital signature pad. The developed system was evaluated by thirty (30) Non-IT indicators which are composed of the police officers and citizens of Rizal, Laguna. The system is also evaluated by five (5) more IT Experts Indicators from the IT Faculty of STI College. In the evaluation, the system got the over-all mean of 2.30 which ""Very Good"" in descriptive term. The system was tested based on its Functionality, Usability, Reliability, Performance and Supportability to check if the system is working properly.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF E-LEARNING (HISTORYA AT KULTURA),2015,"This Capstone Project entitled, ""The Development E-Learning: Historya at Kultura"" is developed to be an alternative teaching tool used in St. Paul Learning School. This will help in teachers while their teaching because they can use the e-learning system aside from books. This system will be used as a cd-based. The Development of E-Learning: Historya at Kultura created for the students involved in the subject matter. The main function of the system are (1) narration of the every lessons (2) background music in the activity, start page and (3) has the linked videos directed to youtube. The developers used Software Usability Measurement Inventory (SUMI) for evaluation which is divided into five (5) aspects; efficiency, affect, helpfulness, control and learnability. The IT expert evaluation result is an Upper Confidence Limit. The non-IT expert also evaluated the system and the result of non-IT expert evaluation is Upper Confidence Limit.",RONNEL A. DELA CRUZ
BSIT,N/A,THE DEVELOPMENT OF SNAPJAP: AN ANDROID BASED ENGLISH TO JAPANESE TRANSLATOR USING OPTICAL CHARACTER RECOGNITION,2018,"The developers developed a translatior application entitled ""The Development of ""SnapJap: An Android Based English to Japanese Translator Using Optical Character Recognition"" that can be applied in a handheld mobile phone. The developers introduced an android based OCR language translator that can help Japanese and Non-Japanese people understand each other. The scope of the developed application is to extract text from images and translating the extracted text from English to Japanese or vice-versa. The interface of the application only contains the real-time scanned text if enabled in settings, a viewfinder and a capture button. Making it simple and very user friendly. The methodology of the project consists of the Project Design contains the overview of the entire system, Project Development that includes the phases of the development of the project, Project Procedure that contains operational procedure of the project, Project Testing and Evaluation that contains the testing and evaluation methods and the results. The project was tested and evaluated by five (5) IT experts and twenty-five (25) respondents. F.U.R.P.S was used by the IT experts to test and evaluate the functionality, usability, reliability, performance and sustainability of the system and SUMI for the respondents to test and evaluate the efficiency, affect, helpfulness, control and learnability the system. Based from the conducted testing and evaluation, developed system attained the objectives set by the developers. The application got a total mean of 4.93 which is equivalent to highly acceptable and the application is compatible with different android devices across different versions and screen ratios.","RONNEL A. DELA CRUZ, MSIT"
